,AdmArea,District,EDU_NAME,ID,LINK,OGRN,PASSED_NUMBER_FULL,PASSER_UNDER_160,PASSES_OVER_220,YEAR,global_id,signature_date,system_object_id
513,Юго-Западный административный округ,Ломоносовский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 58»,5481,"{'global_id': 14235611, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 58»'}",1027739802034,27,15,9,2015-2016,4698543,31.10.2016 09:27:40,5481
514,Северо-Восточный административный округ,Алексеевский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1503»,5484,"{'global_id': 4479280, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1503»'}",1027700353878,79,61,34,2015-2016,4698545,31.10.2016 09:38:01,5484
515,Центральный административный округ,Тверской район,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1540»,5425,"{'global_id': 13793768, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1540»'}",1037739512073,79,63,33,2015-2016,4698546,31.10.2016 09:25:31,5425
516,Западный административный округ,район Раменки,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1586»,5413,"{'global_id': 30538822, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1586»'}",1047729017665,95,66,24,2015-2016,4698547,31.10.2016 09:18:11,5413
517,Южный административный округ,район Нагатинский Затон,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 463 имени Героя Советского Союза Д.Н.Медведева»,5405,"{'global_id': 4478974, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 463 имени Героя Советского Союза Д.Н.Медведева»'}",1157746014502,30,27,15,2015-2016,4698550,31.10.2016 09:32:23,5405
518,Северо-Восточный административный округ,район Бибирево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1413»,1044,"{'global_id': 13793806, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1413»'}",1027700493677,159,64,18,2015-2016,4698551,31.10.2016 09:10:01,1044
519,Северо-Западный административный округ,район Митино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углублённым изучением иностранных языков № 1900»,1074,"{'global_id': 4478947, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углублённым изучением иностранных языков № 1900»'}",1027739610458,155,65,27,2015-2016,4698552,31.10.2016 09:28:57,1074
520,Западный административный округ,район Филёвский Парк,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1114»,1078,"{'global_id': 4479503, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1114»'}",1027700536126,106,23,6,2015-2016,4698553,31.10.2016 09:27:38,1078
521,Центральный административный округ,район Хамовники,Государственное бюджетное образовательное учреждение города Москвы Лингвистический лицей № 1555,1029,"{'global_id': 4478614, 'value': 'Государственное бюджетное образовательное учреждение города Москвы Лингвистический лицей № 1555'}",1027739891849,71,68,64,2015-2016,4698554,31.10.2016 09:31:02,1029
522,Центральный административный округ,Таганский район,Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1785 «Таганский кадетский корпус»,1040,"{'global_id': 4479499, 'value': 'Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1785 «Таганский кадетский корпус»'}",1027700421484,48,11,1,2015-2016,4698555,31.10.2016 09:33:46,1040
523,Южный административный округ,район Москворечье-Сабурово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2000»,1042,"{'global_id': 4479412, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2000»'}",1127747074751,56,44,14,2015-2016,4698556,31.10.2016 09:37:03,1042
524,Восточный административный округ,район Измайлово,Государственное автономное профессиональное образовательное учреждение города Москвы «Технологический колледж № 24»,893,"{'global_id': 19646348, 'value': 'Государственное автономное профессиональное образовательное учреждение города Москвы «Технологический колледж № 24»'}",1057719017157,7,0,0,2015-2016,4698557,31.10.2016 09:36:07,893
525,Зеленоградский административный округ,район Старое Крюково,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1528»,756,"{'global_id': 4479438, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1528»'}",1027739327560,286,103,47,2015-2016,4698559,31.10.2016 09:36:25,756
526,Юго-Западный административный округ,район Южное Бутово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2009»,1179,"{'global_id': 13793720, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2009»'}",1047796164052,342,144,53,2015-2016,4698561,31.10.2016 09:18:22,1179
527,Юго-Западный административный округ,район Ясенево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1106»,745,"{'global_id': 4478851, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1106»'}",1027739527012,158,78,36,2015-2016,4698563,31.10.2016 09:38:51,745
528,Восточный административный округ,район Преображенское,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1799 «Экополис»,747,"{'global_id': 4478681, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1799 «Экополис»'}",5147746077023,71,39,11,2015-2016,4698564,31.10.2016 09:26:42,747
529,Южный административный округ,Нагорный район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2016»,2942,{'global_id': 62782445},1047796722082,120,59,28,2015-2016,4698565,31.10.2016 09:25:10,2942
530,Западный административный округ,район Кунцево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 887»,2582,"{'global_id': 4478721, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 887»'}",1027739745604,112,80,21,2015-2016,4698566,31.10.2016 09:36:28,2582
531,Юго-Западный административный округ,район Зюзино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 554»,3213,{'global_id': 59480472},1147746034996,61,38,11,2015-2016,4698568,31.10.2016 09:28:50,3213
532,Северо-Восточный административный округ,район Бибирево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1412»,4389,"{'global_id': 30538858, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1412»'}",1027700497483,69,48,26,2015-2016,4698569,31.10.2016 09:17:41,4389
533,Западный административный округ,район Очаково-Матвеевское,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2025»,4406,"{'global_id': 13793694, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2025»'}",1057748007085,98,51,10,2015-2016,4698570,31.10.2016 09:27:55,4406
534,Южный административный округ,район Чертаново Северное,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 851»,4387,{'global_id': 62782428},1037700089008,99,25,3,2015-2016,4698571,31.10.2016 09:17:41,4387
535,Северо-Восточный административный округ,Алтуфьевский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1370»,4386,{'global_id': 62782405},1037739776084,156,97,30,2015-2016,4698572,31.10.2016 09:25:28,4386
536,Юго-Восточный административный округ,район Выхино-Жулебино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1363»,4242,"{'global_id': 13793729, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1363»'}",1037739054044,376,160,79,2015-2016,4698573,31.10.2016 09:25:28,4242
537,Центральный административный округ,Тверской район,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1574»,6377,"{'global_id': 4479044, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1574»'}",1027700500134,235,151,90,2015-2016,4698574,31.10.2016 09:18:20,6377
538,Юго-Восточный административный округ,район Люблино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 338»,6256,{'global_id': 59480493},1037739421081,16,5,0,2015-2016,4698575,31.10.2016 09:20:02,6256
539,Северный административный округ,Головинский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Кадетская школа № 1702 «Петровский кадетский корпус»,6260,{'global_id': 62782408},1037743007664,55,9,1,2015-2016,4698577,31.10.2016 09:37:19,6260
540,Южный административный округ,район Чертаново Северное,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1179»,6259,"{'global_id': 30538854, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1179»'}",1027739686138,76,21,7,2015-2016,4698578,31.10.2016 09:25:02,6259
541,Юго-Восточный административный округ,район Выхино-Жулебино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1393 «Школа РОСТ»,4942,{'global_id': 62782425},1137746917307,108,20,5,2015-2016,4698579,31.10.2016 09:08:33,4942
542,Восточный административный округ,район Гольяново,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1076»,4944,{'global_id': 62782431},1037739420729,19,4,0,2015-2016,4698580,31.10.2016 09:28:06,4944
543,Восточный административный округ,район Новогиреево,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1798 «Феникс»,5165,"{'global_id': 4479468, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1798 «Феникс»'}",5147746293965,130,48,21,2015-2016,4698581,31.10.2016 09:26:21,5165
544,Северо-Восточный административный округ,район Отрадное,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 962»,5211,"{'global_id': 13793790, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 962»'}",1027700527667,358,160,66,2015-2016,4698584,31.10.2016 09:24:23,5211
545,Юго-Западный административный округ,район Коньково,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 49»,5224,"{'global_id': 4479008, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 49»'}",1037739358502,273,82,33,2015-2016,4698585,31.10.2016 09:10:06,5224
546,Юго-Западный административный округ,район Зюзино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1279»,5225,"{'global_id': 13793703, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1279»'}",1037739181402,153,91,43,2015-2016,4698586,31.10.2016 09:07:50,5225
547,Северный административный округ,Головинский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1159»,5194,{'global_id': 62782432},5137746252716,90,28,5,2015-2016,4698587,31.10.2016 09:22:48,5194
548,Западный административный округ,район Крылатское,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1371»,5202,"{'global_id': 13793675, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1371»'}",1037739418309,51,40,19,2015-2016,4698588,31.10.2016 09:38:58,5202
549,Северо-Восточный административный округ,Останкинский район,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1415,5205,"{'global_id': 4479397, 'value': 'Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1415'}",1037739403316,50,45,31,2015-2016,4698589,31.10.2016 09:25:27,5205
550,Южный административный округ,район Нагатинский Затон,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1527»,5079,"{'global_id': 13793750, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1527»'}",1107746076063,79,49,36,2015-2016,4698591,31.10.2016 09:25:51,5079
551,Восточный административный округ,район Соколиная Гора,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1362»,5088,"{'global_id': 13793716, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1362»'}",1037739220023,64,33,11,2015-2016,4698592,31.10.2016 09:26:55,5088
552,Западный административный округ,район Филёвский Парк,Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1816»,5416,{'global_id': 62782400},1027700572965,29,24,19,2015-2016,4698593,31.10.2016 09:27:31,5416
553,Восточный административный округ,район Богородское,Государственное казенное общеобразовательное учреждение города Москвы «Кадетская школа-интернат № 5 «Преображенский кадетский корпус»,5553,"{'global_id': 20974872, 'value': 'Государственное казенное общеобразовательное учреждение города Москвы «Кадетская школа-интернат № 5 «Преображенский кадетский корпус»'}",1037718002805,38,25,4,2015-2016,4698594,31.10.2016 09:27:20,5553
554,Северо-Восточный административный округ,Ярославский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей информационных технологий № 1537»,5554,{'global_id': 59480578},1027700538667,139,83,46,2015-2016,4698595,31.10.2016 09:37:26,5554
555,Зеленоградский административный округ,район Силино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1692»,5555,"{'global_id': 4478798, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1692»'}",1027739878418,99,33,6,2015-2016,4698596,31.10.2016 09:26:06,5555
556,Восточный административный округ,район Ивановское,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 400,584,"{'global_id': 4478791, 'value': 'Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 400'}",1027739592539,26,16,5,2015-2016,4698602,31.10.2016 09:36:08,584
557,Юго-Восточный административный округ,район Некрасовка,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2051 «Педагогический комплекс»,4074,"{'global_id': 4479224, 'value': 'Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2051 «Педагогический комплекс»'}",5147746437229,33,17,5,2015-2016,4698603,31.10.2016 09:38:19,4074
558,Юго-Восточный административный округ,район Люблино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 572 «Возможности»,4260,"{'global_id': 14152753, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 572 «Возможности»'}",5087746582006,40,21,4,2015-2016,4698604,31.10.2016 09:38:43,4260
559,Зеленоградский административный округ,район Силино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 852»,4261,"{'global_id': 4479504, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 852»'}",1027739289016,81,21,4,2015-2016,4698605,31.10.2016 09:36:29,4261
560,Центральный административный округ,Таганский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1468»,4266,"{'global_id': 13793719, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1468»'}",1037739437537,396,134,60,2015-2016,4698606,31.10.2016 09:27:39,4266
561,Юго-Западный административный округ,Академический район,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 625»,2638,"{'global_id': 4479278, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 625»'}",1027739050866,63,47,14,2015-2016,4698607,31.10.2016 09:34:56,2638
562,Северный административный округ,район Аэропорт,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1575»,2639,"{'global_id': 13793714, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1575»'}",1027700517514,170,135,90,2015-2016,4698608,31.10.2016 09:22:25,2639
563,Юго-Восточный административный округ,район Некрасовка,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1366»,3022,{'global_id': 62782436},1097746664685,44,33,18,2015-2016,4698609,31.10.2016 09:15:26,3022
564,Юго-Западный административный округ,район Северное Бутово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1174»,2642,{'global_id': 62782396},1037739000430,18,7,1,2015-2016,4698610,31.10.2016 09:37:01,2642
565,Северный административный округ,Хорошёвский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1288 имени Героя Советского Союза Н.В. Троян»,3016,"{'global_id': 4479408, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1288 имени Героя Советского Союза Н.В. Троян»'}",1127747146361,172,88,42,2015-2016,4698614,31.10.2016 09:22:50,3016
566,Западный административный округ,район Солнцево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного языка и информационных технологий № 1347»,2742,"{'global_id': 4478784, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного языка и информационных технологий № 1347»'}",1067746388500,205,75,25,2015-2016,4698615,31.10.2016 09:17:51,2742
567,Юго-Восточный административный округ,Рязанский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 329»,2737,"{'global_id': 13793771, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 329»'}",1157746770620,135,39,6,2015-2016,4698618,31.10.2016 09:26:53,2737
568,Западный административный округ,район Дорогомилово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1726»,2755,{'global_id': 62782427},1037739450759,50,31,14,2015-2016,4698620,31.10.2016 09:29:27,2755
569,Центральный административный округ,Пресненский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2055 имени Героев Советского Союза Анатолия Живова и Юрия Костикова»,2754,"{'global_id': 37418776, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2055 имени Героев Советского Союза Анатолия Живова и Юрия Костикова»'}",1127747018101,61,25,6,2015-2016,4698621,31.10.2016 09:18:16,2754
570,Южный административный округ,Даниловский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1451»,6288,"{'global_id': 13793693, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1451»'}",1127747038210,104,51,14,2015-2016,4698623,31.10.2016 09:35:18,6288
571,Юго-Западный административный округ,район Коньково,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 113,6283,"{'global_id': 4479009, 'value': 'Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 113'}",1027739460704,88,60,25,2015-2016,4698625,31.10.2016 09:31:17,6283
572,Центральный административный округ,Мещанский район,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2107,6411,"{'global_id': 4479415, 'value': 'Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2107'}",1147746187863,219,79,43,2015-2016,4698626,31.10.2016 09:29:36,6411
573,Северо-Восточный административный округ,Алексеевский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 293 имени А.Т. Твардовского»,6415,"{'global_id': 4478711, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 293 имени А.Т. Твардовского»'}",1027700524785,106,47,19,2015-2016,4698627,31.10.2016 09:07:54,6415
574,Северный административный округ,Войковский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 224»,6419,"{'global_id': 19646354, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 224»'}",1027700473679,62,45,24,2015-2016,4698628,31.10.2016 09:26:52,6419
575,Восточный административный округ,район Соколиная Гора,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экологии № 446»,6437,"{'global_id': 4478799, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экологии № 446»'}",1027739295264,75,12,2,2015-2016,4698629,31.10.2016 09:08:32,6437
576,Юго-Западный административный округ,район Южное Бутово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1981»,6444,"{'global_id': 4478593, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1981»'}",1037727001762,171,67,19,2015-2016,4698630,31.10.2016 09:36:18,6444
577,Юго-Западный административный округ,район Ясенево,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1694 «Ясенево»,6463,"{'global_id': 4479413, 'value': 'Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1694 «Ясенево»'}",5137746021045,70,42,11,2015-2016,4698631,31.10.2016 09:08:35,6463
578,Северо-Западный административный округ,район Северное Тушино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 827»,6491,"{'global_id': 4478854, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 827»'}",1037739226007,69,53,19,2015-2016,4698633,31.10.2016 09:33:49,6491
579,Южный административный округ,район Чертаново Южное,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного (английского) языка № 1245»,6494,"{'global_id': 14021171, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного (английского) языка № 1245»'}",1027700445300,98,72,40,2015-2016,4698634,31.10.2016 09:32:44,6494
580,Северо-Восточный административный округ,район Бибирево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Многопрофильный комплекс Бибирево»,402,"{'global_id': 4479288, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Многопрофильный комплекс Бибирево»'}",1157746866562,207,51,10,2015-2016,4698638,31.10.2016 09:32:50,402
581,Южный административный округ,Даниловский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1257»,95,{'global_id': 59480346},1027739393032,70,41,35,2015-2016,4698640,31.10.2016 09:32:28,95
582,Восточный административный округ,район Метрогородок,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1246»,96,"{'global_id': 14152744, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1246»'}",1037739385793,110,37,18,2015-2016,4698641,31.10.2016 09:36:14,96
583,Юго-Восточный административный округ,Южнопортовый район,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1274 имени В.В.Маяковского»,148,"{'global_id': 4479025, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1274 имени В.В.Маяковского»'}",1037700259080,101,71,34,2015-2016,4698643,31.10.2016 09:29:31,148
584,Западный административный округ,район Проспект Вернадского,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1973»,286,"{'global_id': 13793705, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1973»'}",1027739516463,117,47,23,2015-2016,4698645,31.10.2016 09:24:22,286
585,Северо-Западный административный округ,район Строгино,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1519»,287,"{'global_id': 4478664, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1519»'}",1037739168730,96,84,57,2015-2016,4698646,31.10.2016 09:28:51,287
586,Западный административный округ,район Кунцево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 806»,329,{'global_id': 59480601},1027700507306,88,36,7,2015-2016,4698647,31.10.2016 09:20:16,329
587,Юго-Восточный административный округ,район Люблино,"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж Архитектуры, Дизайна и Реинжиниринга № 26»",285,"{'global_id': 13793697, 'value': 'Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж Архитектуры, Дизайна и Реинжиниринга № 26»'}",1057723001731,112,7,2,2015-2016,4698648,31.10.2016 09:08:33,285
588,Западный административный округ,район Ново-Переделкино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1018»,120,{'global_id': 62782426},1037739222840,55,46,22,2015-2016,4698649,31.10.2016 09:25:46,120
589,Юго-Восточный административный округ,район Текстильщики,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2088 «Грайвороново»,3462,{'global_id': 59480124},1137746894086,66,33,4,2015-2016,4698650,31.10.2016 09:26:14,3462
590,Восточный административный округ,район Новокосино,Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1591»,1789,"{'global_id': 4479250, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1591»'}",1077764008464,109,85,34,2015-2016,4698651,31.10.2016 09:37:15,1789
591,Центральный административный округ,район Хамовники,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 171»,2446,"{'global_id': 4479097, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 171»'}",1027700507042,233,163,107,2015-2016,4698652,31.10.2016 09:12:37,2446
592,Южный административный округ,район Братеево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 975»,2199,"{'global_id': 30538824, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 975»'}",1147746157877,32,11,2,2015-2016,4698653,31.10.2016 09:22:33,2199
593,Западный административный округ,район Дорогомилово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1465 имени адмирала Н.Г. Кузнецова»,2249,"{'global_id': 4479020, 'value': 'Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1465 имени адмирала Н.Г. Кузнецова»'}",5147746036059,137,35,7,2015-2016,4698654,31.10.2016 09:10:11,2249
